img_paths,labels,pred_labels
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XV_44a_12.jpg,遁去餓追之不及天賫移檄旁縣自稱興運國,遁去餓追之不及天賫移糧旁縣自𦂶興重國
Luc Van Tien/nlvnpf-0059-074_2.jpg,帝親征占城克之先是帝遣辭穆吳子庚使占,帝親征占城克之先是帝尊盗徐穆互子庚出
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_IV_20a_6.jpg,秋九月十五日戌時月󰱮命天章學士阮士,秋九月十五日戊時月雷命天章擊士出京十
DVSKTT-1 Quyen thu/DVSKTT_thu_VI_3b_2.jpg,諫其未萌爾帝又欲充十二人於冠作局裴擒虎,諫其未萌爾帝又欲充十二人於冠作局裴擒虎
Tale of Kieu 1872/page04a_18.jpg,以恭靖王晫為太尉五月占城國,以恭靖王歸為太尉五月占城國
Luc Van Tien/nlvnpf-0059-036_7.jpg,善撫軍士軍中樂之後以弟驕點連坐落職軍中,善撫軍士軍中樂之後以弟蔚黠連坐落職重中
Tale of Kieu 1872/page04b_5.jpg,以此卧不安席食不甘味夙夜焦思且我之左,以此卧不安席食不甘味夙夜蕉思且我之左
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XI_37b_3.jpg,恐不及警誓言嗣而太死陽焕年已周紀多有大,恐不及警誓言嗣而太子暢溪年已周紀多有大
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVI_12b_4.jpg,惡耶惡而避之善惡皆可師也如不賢耶何待見,惡郎惡而避之善惡皆可師也如不賢耶何待是
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_V_52b_2.jpg,二十八日安塲營中狂風大作二里餘倒人𭛁,二十八日安塲營中狂風大作二里餘例人𤼵
Tale of Kieu 1871/page022_12.jpg,綵幣及勑諭十一月遣使如明范伯珪進香黎,辭幣反勑諭十一月遣使如明范伯珪進香黎
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_III_41b_9.jpg,扈從二十八日太尉宜國公鄭根至京詣殿庭,扈從二十八日太尉宜國公鄭根至京詣殿庭
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_II_34b_8.jpg,例九月十六日旨揮大臣百官今後係某官,例九月十六日旨揮大臣百官今後係某官
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_IV_22a_14.jpg,州快州等地方於是海陽各縣爲之振動,州快州等地方於是海陽各縣為之振動
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XV_9a_0.jpg,戚𨿽在衰絰之中通䘮未畢而陛下以義奪,咸雖在衰經之中通䘮未畢而陛下以義奪
Tale of Kieu 1866/page019a_23.jpg,以逞毒敢𢙇及噬之謀彼葛伯殺一餉童而商,以逞每張漆反路之謀彼積伯殺一翰童而商
DVSKTT-1 Quyen thu/DVSKTT_thu_V_5a_6.jpg,冬十一月命官考制内外各司行過事跡貶,冬十一月命官考刷内外各司行過事跡貶
Tale of Kieu 1871/page098_21.jpg,要處嚴行把截譏寨異色之人及四邉軍書之,要處嚴行把截譏察尋色之人及四邉軍書之
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_II_3b_8.jpg,十月以後明道元年,十月以後明道元年
Tale of Kieu 1872/page25a_11.jpg,夫信者國之寶也徽既降縛送武昌使生殺出,夫信者國之寶也徽既降得達式昌使生殺出
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVIII_55a_6.jpg,軍一萬先至直抵三江順流而下黎可等文賊,軍一萬屍至直抵三江順流而下黎可等間賊
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_III_6a_11.jpg,十二月十九日旨揮各府路州縣社官係本社,一二月十九日旨揮各府路州縣社官係本社
Tale of Kieu 1872/page70a_1.jpg,詔追尊愍厲公為威穆帝二十八日殺假天,詔追尊影厲公為威穆帝二十八日殺假天
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_IV_15a_11.jpg,太守周僘以交州在九圍之外百,太守周敵以交州在九圍之外百
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VII_40b_4.jpg,二十一日大開會宴六月𬢱定律令,二十一日大開會莫六月𬢱定律令
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XIV_30a_3.jpg,吏部尚書阮如堵等爾固請以教授為縣官姦計,吏部上書阮如堵等爾固請以教授為縣官姦計
Tale of Kieu 1866/page02b_15.jpg,黄廷爱渡下流以擊其背阮有僚大率水軍圍,黄廷爱瘼下流以擊其骨沉有僚大涇水軍圍
Tale of Kieu 1871/page006_10.jpg,十一月上皇命陳渴真将龍捷軍出師討賊渴,十一月上皇命陳渴真将龍捷軍出師討賊明
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_V_13b_14.jpg,州之虎河追册淑德皇后群臣上尊號曰體天,一之虎河追󰀋淑德皇后群臣上尊號曰體天
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XIII_62b_10.jpg,林邑真臘人等眾號三十萬唐帝遣内侍左監門,林邑莫臘人等眾號三十萬唐帝遣内侍左監門
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVI_20b_10.jpg,破之綏因迁光紹帝于原頭封阮時雍為良,破之綏因迁光紹帝于原頭封阮時雍為良
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVIII_36b_2.jpg,子他日彼之子孫亦猶是也遂𭁈宮帝俱殂登,子他日彼之子孫亦猶是也遂輿恭帝俱殂登
Tale of Kieu 1871/page077_15.jpg,上援有誓云銅柱折交州滅我越人過其下每以,士後有留云朝狂折交州或妻閉人過其下每功
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_V_34a_14.jpg,等曰何儼之死三不幸焉法未宜誅󰱩遭枉死,等曰何儼之死三不幸焉法未宜誅遠遭祖死
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XI_97b_9.jpg,七人俱年穉刑官㨿律當斬大司徒察等見其,七人具年釋刑官㨿律當斬大司徒察等見其
Luc Van Tien/nlvnpf-0059-041_1.jpg,是命士周為人孝忠有文藝官至少傅號𦮎齋先,是命士周為人孝惠有交藝官至少傅號拜齋先
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_V_21b_11.jpg,嘗奬勸遠人辭意感切多所援引漢帝詔我州之,辝奬勸遠人辭意感切多所援引漢帝詔我州之
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_III_29b_6.jpg,等十二員皆指天爲誓同謀協濟日夜計議分兵,等十二員皆精天為普同謀恊濟日夜議癸丑
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VIII_13a_2.jpg,秋󰱃有補於治道有裨於風教是亦考正之一,秋󰱃有補於治道有禅於風教是亦攻正之一
Tale of Kieu 1872/page50a_5.jpg,人蒲崇以其事告崇賢侯詔天夏諸鄕邑各依本,人蒲崇以其事昔崇賢侯郭天下諸鄕邑各依本
Tale of Kieu 1866/page06a_4.jpg,十一月北邉将臣驛奏元人廵邉相視地勢遣,十一月北邉将臣驛奏元人巡邉相視地勢日遣
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VII_16a_9.jpg,監書庫皆太古巾至是令戴之八日令右僕,監書庫皆太古巾至是令戴之八日令右僕
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_II_38a_5.jpg,十二日定山侯江文裕起兵于清威山明懷安,十二日薨山侯江文裕起兵于清威山明懷安
Tale of Kieu 1871/page025_22.jpg,陵寝帝歲時󰥭謁藻每避之其志惟在奉陵而已,陵寢帝咸時拜謂藻每避之其志惟在奉陵而已
Tale of Kieu 1872/page65b_1.jpg,蘭皇太后崩火塟仍以侍女三人殉上尊諡曰扶,蘭皇太后崩火塟仍以侍女三人殉上尊謚曰扶
Luc Van Tien/nlvnpf-0059-042_17.jpg,言於帝曰徃者武𢃄等自率禁軍突入闕庭其罪,言於帝曰往百武帶等自率禁軍突入閲庭其罪
DVSKTT-1 Quyen thu/DVSKTT_thu_VI_2b_5.jpg,九月二十日帝還京大赦賜覃恩,自是眾心離沮無有闕志軍遂潰
Tale of Kieu 1872/page74b_3.jpg,有進生山羊者帝使騎象鬪之山羊窮迫奮,有進生山羊者帝使騎象鬪之山羊窮追奮
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVII_50a_5.jpg,守僃不謹致有刺客之事斬之諸将皆失色,守僃不謹𦤶有刺客之事斬之諸将皆失色曰
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_V_11b_9.jpg,冬十月令各路諸色役出熟米以需軍用尋罷,冬十月令各路諸邑役出熟米以需軍用尋罷
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_V_12b_3.jpg,舊物身致太平中興之功󰰽大於此焉光,嶺壽陽身𦤶太平中興之功朝大放北禹
Tale of Kieu 1871/page103_8.jpg,偽春山自稱為義國公使人盗捕公象一隻至,僞春山自稱為義國公使人盗捕公象一隻至
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_IX_22b_7.jpg,命汝諧徃宣德意簡迪彼眾授之以官仍給田土,命汝諧徃宣德意簡迪彼眾援之以官仍給田土
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XIV_46a_11.jpg,不從脱簮珥謝罪可也今乃從觀之事至危迫,不從脱簪珥謝罪可也今乃從觀之事至危道
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_IV_18b_1.jpg,之所言是岐而二决非軍法之論乃游説之語耳,之所言是岐而二决非軍法之論乃游説之語耳
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_V_12a_14.jpg,史臣吳士連曰楚公子圉未篡之前設服離,史臣吳士連曰楚公子圍未篡寡之前設服離
Tale of Kieu 1866/page011a_2.jpg,給會其軍人飢困者以御史󰱑僉都御史陽宗,󰱥會其軍人飢種者以御史󰱑僉都御史楊宗
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_V_10a_9.jpg,可籃籍或子或孫俱免軍民役若以官者不在,可籃籍或子或孫領免軍民役若已官者不在
Luc Van Tien/nlvnpf-0059-088_14.jpg,撫方外不勞一卒不頓一㦸而威德並行今以兵,柵方外不勞一卒不頓一職而咸德並行今以兵
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XIX_2a_4.jpg,請斬臣以謝天下大司徒黎察惡其言直疏未,請斬臣以謝天下大司注黎察惡其言直疏末
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VIII_39a_1.jpg,聲使士卒諳習弓箭不忘武僃至四日以後始造,聲使士卒諳習弓箭不忘武僃至四日以後始造
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_IX_15b_10.jpg,果如其言當有重賞賊平帝曰天子無戲言故有,果如其言當有童賞賊平帝曰天子無戲言故有
Tale of Kieu 1871/page072_3.jpg,下之鬼也陳鉄聞之不敢追使弟子收拾財貨,下之兒也陳鉄聞之不敢追使第子收拾財貨
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_IV_1a_4.jpg,忠以信若陳封陶雋之徒何以移㢤昔我太宗,忠似信若陳封陶雋之徒何以移哉背我太宗
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XV_16b_7.jpg,冬十一月遣正使陳有禮楊致澤副使阮經,冬十一月造正使陳有禮楊致澤副使阮經
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XIII_31b_0.jpg,五月五日明人犯日南州奇羅海口阮大阮,已近亡王者不死人李季犛怒斬之五月至
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_I_11a_1.jpg,賞之帝自即位之後每夜𭁈宫人酣酒無,賞之帝自即位之後每夜典宫人者稱無
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XIV_53a_1.jpg,夏四月俘獲僞惠武王檻送京師斬之是月,夏四月晋穆僞惡武王檻送京師斬之是月
Tale of Kieu 1871/page083_20.jpg,潘孚先曰孔子曰非其鬼而祭之諂也故狄,潘孚先曰孔子曰非其恩而察之謟也故獄
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XI_12a_0.jpg,光慰勞之尋授本州節鉞加封王爵初帝委威明,光慰勞之尋授本州節鉞加封王爵初帝委威明
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_X_57a_3.jpg,有功至是薦弟天覰帝從之,有功至是薦弟天覰帝從之
Tale of Kieu 1871/page103_3.jpg,是月旱密禱得雨閏月朔日有食之,是月旱密禱得雨閏月朔日有食之
Tale of Kieu 1872/page70a_4.jpg,甲黄徵阮恒等二十四名進士出身第三甲陳伯,甲黄徵阮恒等二十四名進士出身第三甲陳伯
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XI_34a_5.jpg,九嵗侍側懷忠忽有舍利數粒出以示之檢匣内,九歲待側懷中忽有舍利數船出以示之檢阻内
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XIX_37a_8.jpg,得其實一體送問初九日郭有嚴等使明将,得其實一體送問初九日郭有嚴等使明将
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XIII_17a_4.jpg,起作以為民事便宜從之,起作以為民事便宜從之
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XIV_37a_5.jpg,寫士人一塲中者承憲二司如例考試若其社,緒士人一塲中者承憲二司如例考試若某仕
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_III_32b_4.jpg,宅以給養之再圖後󰁮威王聽󰰾乃率手足四,察以給養之再圖徔󰁮威王聽罷乃率手足四
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVIII_35a_18.jpg,冬十月二十五日阮端奏言社長勤於訓飭善,冬十月二十五日阮端奏言社長勤於訓節制
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XIII_50b_4.jpg,國峻節制冬十一月令天下脩繕噐械十二,國峻節制各十一月令天下脩簿噐械十二
Tale of Kieu 1871/page134_23.jpg,六月十二日子時流星大作,六月十二日子時流星大作
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VII_11b_0.jpg,宋封帝爲交趾郡王太師李道成以左諫議,宋封帝為交趾郡王太師李道城以左諫議
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VIII_27b_8.jpg,屈而死帝再命安和侯阮弘裕徃討之弘裕領,屈而死帝再命安和侯阮弘裕徃討之弘裕領
Luc Van Tien/nlvnpf-0059-087_14.jpg,民而立命為億萬世而開太平于以奠國,人而立命爲億萬世而開太平于以奠國
Tale of Kieu 1871/page063_16.jpg,不䏻無亥豕魚魯之失若不委之板正何以洗,不能無亥豕魚營之失若不委之校正何以渙
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XIX_36a_1.jpg,求交好及與之交好者並拿下廷尉其外臣𭁈,求交好及與之交好者並筆下廷尉其外臣𭁈
Tale of Kieu 1872/page77b_7.jpg,㱕功於𫢋献鹿而滥爵與人之𩔗皆童心之所,歸功於佛献鹿而濫爵與人之類皆童心之所
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_III_15b_11.jpg,命有司立祠於城南門之西時祭焉,命有司立祠於城南門之西時祭焉
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVII_59b_2.jpg,城乃此人也茶全目之久焉付順化營軍貯粮,城乃此人也茶全曰之久焉付順化營軍貯粮
Tale of Kieu 1871/page096_20.jpg,户部尚書黎端之奉𬢱一各府縣官賦税𨿽定,户部尙書黎端之奉議一各府縣官賦税𨿽定
Luc Van Tien/nlvnpf-0059-026_4.jpg,悅親故帝言此以警之也,脱親故帝言此以警之也
Tale of Kieu 1871/page009_9.jpg,之後或奏事詳見而退或有故事畢而出各宜,之後或奏事詳見雨巡或有故事軍而出各宜
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVII_59a_9.jpg,數十餘軰百端旅拒而不恭宗臣王文旦二十,數十餘軰百端旅拒而不恭宗臣王文旦二十
Tale of Kieu 1872/page78b_15.jpg,衣除任内外各職有差十一月命陪從阮䏻,衣除任内外各職有差十一月命陪從阮禮
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_III_15b_15.jpg,私何難之有誠𭛁於言言𡸈不順乎孚信所感,私何難之有誠羙於言章𡸈不順乎草信所廊
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_V_24b_1.jpg,也英宗設講武之塲以嚴武僃脩孔子之庙以,也英宗設講武之寅以嚴武僃脩神子之庙以
Luc Van Tien/nlvnpf-0059-088_11.jpg,太祖髙皇帝之良法特命臣𢮪𧻗鑑通考總論盖,太祖髙皇帝之良法特命臣𢮪越鑑通考總論盖
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_X_37b_8.jpg,先王積累之基興起治功討安天下賛聖皇承,先王積累之基興起治功計安天下賛聖皇年
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VI_21b_4.jpg,周公之才之羙使驕且吝其餘不足觀想漢超,周公之才之羙使驕且吝其餘不足觀德漢超
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XI_28a_6.jpg,之者故也時不終否而必泰勢不終屈而必伸,之者故也時不終否而必泰勢不終屈而必伸
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XIX_10a_6.jpg,初七日諒山王宜民自立即皇帝位大赦改元,初七日諒山王宜民自立即皇帝位大敵改元
Tale of Kieu 1866/page048a_0.jpg,天綱軍内人吳免為行遣尙書令右參知政事,天綱軍内人吳免為行遣出書令右參知政事
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VIII_21a_3.jpg,三月會試天下󰁮人于草津賜阮實阮曰壮進,三月會試天下舉人于草津賜阮實阮曰壮進
Tale of Kieu 1866/page017a_10.jpg,治短矣安知非天使然未必不為福也乃召二,治短矣安知非天使然未必不為福邑乃召二
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XV_54a_6.jpg,氏爲皇太后八月宋帝下詔出師來侵遣盧多,氏為皇太后八月宋帝下詔出師來侵遣盧多
Tale of Kieu 1871/page128_11.jpg,方擇次子之賢若長子長孫方有嬰疾及不肖,方擇次子之賢若長子長孫方有嬰疾及不肖
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_II_35b_1.jpg,臣鞠問盡得其状王以㯀至親不忍加誅遂奏,臣論間盡得其状王以㯀至親不忍加誅遂奏
Tale of Kieu 1872/page61a_17.jpg,弱則我強北方強則我亦爲之渃天下大勢然,弱則我強北方強則我亦為之弱天下大勢家
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XII_30b_4.jpg,生三品眾子及文武從官四六七八品字不能,生三品眾子及文武從官四六七八品子不能
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VI_46a_4.jpg,刺惠武國瑱國父髀間有龍梭之刺是後嗣皇無,刺意武國頊國父牌間有龍梭之刺是後嗣皇以
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVII_14a_4.jpg,人送歸清華鎮居住以其累行事犯故也又以,人送歸清華鎮居住以其畧行事犯故也又以
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VI_25b_16.jpg,名曰陳克終陳家欲終於此人耶克終常畏避之,名曰陳克終陳家欲終於此人即克終常畏避之
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XIII_10a_7.jpg,帝崩在丙午年乃黎卧朝請命之,帝崩在丙午年乃黎卧朝請命之
Tale of Kieu 1871/page061_17.jpg,悉獲國人之被脅從者及戦船百艅艘噐伏甚,悉獲國人之被脅徔者及戦船百餘艘噐伏甚
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_III_11b_0.jpg,象二萬五千人爲後隊進至紅梅駐兵乃下令,象二萬五干人為後隊進至紅梅駐兵乃下各
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVII_47b_5.jpg,𦤶命以破賊此爾眾之力若謀畫措置衣糧官,𦤶命以破賊此爾眾之力若謀畫措置衣禮官
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XI_31a_7.jpg,故古之言治者雖云不可無赦亦病於赦赦過,故古之言治者𨿽云不可無赦亦病於税教邑
Tale of Kieu 1871/page092_12.jpg,興而民众憚遠役故設此以收人心然卒不果,興而民久憚遠役故設此以收人心然卒不果
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_II_13a_4.jpg,馬論不辨國政之弊莫斯為甚又諭云陶雋違棄,出重不採國政之弊莫斯為甚又諭云陶雋達棄
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_I_25a_3.jpg,将故人皆樂用中興之基實兆於此矣,滛散人皆藝月中興之基情黎扙及誅矣
Tale of Kieu 1872/page11b_6.jpg,史臣吳士連曰自夏禹傳子之後父崩子繼兄,吏臣吳士連曰自夏禹傳子之後父崩子繼兄
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XIII_29a_0.jpg,又明年再行鄕試如前年時士人專業期於進,又明年再行鄕試如前年時士人專業期林造
Luc Van Tien/nlvnpf-0059-100_0.jpg,棊親王僣于天位天下共誅之初七日癸亥,某親王僣于天位天下共誅之初七日癸亥
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVIII_60b_8.jpg,之患正宜興兵間罪懸首梟街臣不得已祗徇眾,之愚正草𭁈兵聞罪懸章禦街臣不得已衹徇象
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VI_16a_16.jpg,地也爾乘我國多故奪以自肥至今猶不言還,地也爾乘我國多故奪以自肥至今猶不言還
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVIII_17a_7.jpg,十餘有介軒集行于世時張漢超為行遣一日,十餘有介軒毒行于世時張漢超為行遣一日
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_X_2a_5.jpg,咸赦除之交趾所属軍民衙門官吏體朕至仁,咸赦除之交駐所属軍民衙門官吏體朕至仁
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_V_17a_6.jpg,上陽皇太后夏四月甲申真臘國五人來附,上陽皇太后夏四月甲申真臘國五人來附
Tale of Kieu 1866/page05b_5.jpg,鄭棟爲少尉十一月加恩文武百官各陞職,鄭棟爲少尉十一月加恩文武百官各陞職
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_IV_22a_22.jpg,心如此故其見於事為亦如此具究連人嘗有憾,一如此故其見於事為亦如此具究連人嘗有條
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_V_2a_1.jpg,吿以愛占城如子事明國如父乃事大字小,告以爱占城如了事明國如父乃事大字小
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VI_14b_6.jpg,玉既敗餘黨㱕之得眾數萬人僣號紀元置官,主既敗餘黨歸之得眾數萬人僣號紀元置宫
Tale of Kieu 1871/page048_12.jpg,先潜伏於之棱隘以待之先是黎榴守坡壘關,先辭伏於支棱隘以待之先是黎榴守坡壘關
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XIII_27b_2.jpg,之奏令宣光太原等鎮官督民蒐羅林谷檻送,之奏令宣光太原等鎮官督民蒐羅林各檻送
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VIII_14b_7.jpg,聽本管官及本社社長保結其人實有德行者方,聽本𬋩官及本社社稷保結其人實有德行者方
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XV_44a_13.jpg,赦天下以明年爲順天元年焚綱羅罷獄訟詔自,赦天下以明年為順天元年裴綱羅󰰾獄訟詔自
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_III_40a_3.jpg,之後承教承業行路官員百姓見於一里皆竄,之後承教承業行路官員百姓見於一里皆將
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVIII_29a_3.jpg,外百官等今卿等不奉公守法其掌天下錢銀,外百官等今卿等不奉公守法其掌天下錢銀
Tale of Kieu 1872/page53a_1.jpg,既長咱断既明而黎察猶參固權位帝益厭之,既長咱新既明而黎察猶貪固權位帝益厭之
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_III_2b_13.jpg,記以立之此可見󰦛崇褒奬之至意也歟,記以立之典可見󰦛崇震英之至意
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XIX_7b_6.jpg,八月禁大臣文武百官及命婦女官内殿諸色,八月禁大臣文武百官及命婦女官内殿諸色
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVI_2a_15.jpg,道之權行居攝之事主少國危乘時受命誅占,道之權行居攝之事上少國危乘時受命誅占
Tale of Kieu 1866/page08b_16.jpg,物就諒山城以候明人會勘時明龍州土官多,物強諒山城以候明人會勘時明龍州土官多
Tale of Kieu 1872/page14a_1.jpg,敗之陞侯秩賜食邑七十五百户實封一千五百,敗之陛侯秩將身邑七十五百九莫一千五百
Tale of Kieu 1866/page029b_19.jpg,人宗之世祥瑞一何多耶盖由人君所好故人,仁宗之世祥瑞一何多耶盖由人君所好故人
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XI_32b_6.jpg,國進華象夏五月牛吼哀牢叛命蘇憲誠討之,國進華象夏五月牛吼哀牢叛命蘇憲誠討之
Tale of Kieu 1871/page126_21.jpg,送京師哀牢遣使請之帝赦遣還種隊阮文,送京師哀牢遣使請之帝赦遣還重陳臣文
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XII_46b_8.jpg,自丁先皇以明其大一統也,白丁先皇于以附其大歸也
DVSKTT-1 Quyen thu/DVSKTT_thu_VII_3a_5.jpg,大獄之興多捕權貴家之子弟爾將不熟思之乎,大獄之興多捕權貴家之子弟爾将不熟思之乎
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XII_18a_7.jpg,州但乃甲叛夏四月朔帝親征但乃甲以東宫太,州但乃甲叛夏四月朔帝親征但乃甲以東宫太
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_II_36b_17.jpg,上自安定山下至軍安山太師鄭檢親督大兵伏,上自安定山下至軍安山太師鄭檢親督玄扶
Luc Van Tien/nlvnpf-0059-063_3.jpg,帝聞嘉不聽命王及太后孤弱不能制使者怯無,帝聞嘉不聽命王及太后挾弱不能制使者怯無
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVIII_46b_4.jpg,人進士出身華有謨等十二人同進士出身,人進士出身華有謨等十二人同進士出身
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_I_4b_6.jpg,太保瑞郡公吳柄為都将以阮文運為京北,太保瑞郡公吳柄爲都将以阮文運爲京北
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XII_40b_4.jpg,用之以仁易暴以治易亂此所以成功之速也,用之以仁易暴以治易亂此所以成功之速也
Luc Van Tien/nlvnpf-0059-052_3.jpg,人黄翕件伏誅八月二十二日勑諭刑部廷,人黄翕件伏誅八月二十二日勑諭刑部廷
Tale of Kieu 1866/page013b_9.jpg,賢必由於薦󰁮是以有天下者必以是爲先務,賢必由於薦󰁮是以有天下者必以是爲先務
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VIII_17b_3.jpg,等三月初三日聖㫖係開國公臣子孫猶,等三月初三日聖旨係開國功臣子孫猶猶
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XII_19b_9.jpg,絹庫司私受人絹一尺杖一百一疋至十疋以上,絹庫司私受人絹一尺杖一百一疋至十疋以上
Tale of Kieu 1871/page034_13.jpg,王薰陶成就而致其德之純暨欽差節制各處,王黨陶成就而致其德之純暨欽差節制各處
Tale of Kieu 1871/page018_0.jpg,赦都護府罪人禁百姓春不得伐木二月朔,赦都護府罪人禁百姓春不得伐木二月朔
